action,total_yield,cash,long_total,long_mean,long_profit,long_profit_mean,long_loss,long_loss_mean,short_total,short_mean,short_profit,short_profit_mean,short_loss,short_loss_mean,total_gain
"{'nom': 'Verizon', 'symbole': 'VZ', 'secteur': 'Télécommunications', 'liquidite': 'Moyenne'}","0,9303829861699998","930,3829861699994",0,0,0,0,0,0,148,"-0,00047335763513513496",54,"0,004515466666666667",94,"-0,0033392779787234034",0
"{'nom': 'Morgan Stanley', 'symbole': 'MS', 'secteur': 'Services financiers', 'liquidite': 'Haute'}","1,0189227612000011","1018,9227611999999",0,0,0,0,0,0,125,"0,0001689678400000002",45,"0,006891526000000001",80,"-0,003612471124999998",0
"{'nom': 'Pfizer', 'symbole': 'PFE', 'secteur': 'Pharmaceutique', 'liquidite': 'Haute'}","0,7841335563900002","784,1335563900006",0,0,0,0,0,0,167,"-0,00144202610778443",38,"0,006337246578947369",129,"-0,0037335948062015493",0
"{'nom': 'Goldman Sachs', 'symbole': 'GS', 'secteur': 'Services financiers', 'liquidite': 'Haute'}","0,6444469437349992","644,4469437349993",0,0,0,0,0,0,176,"-0,0024827613636363623",43,"0,004678719999999999",133,"-0,004798127518796991",0
"{'nom': 'IBM', 'symbole': 'IBM', 'secteur': 'Technologie', 'liquidite': 'Haute'}","0,7792404876500011","779,2404876500011",0,0,0,0,0,0,163,"-0,0015199976073619638",37,"0,004283379459459459",126,"-0,003224163888888888",0
"{'nom': 'Philip Morris', 'symbole': 'PM', 'secteur': 'Tabac', 'liquidite': 'Moyenne'}","0,8917082459150006","891,7082459150005",0,0,0,0,0,0,228,"-0,0004894910964912277",72,"0,0061138174999999986",156,"-0,0035371719871794857",0
"{'nom': 'Union Pacific', 'symbole': 'UNP', 'secteur': 'Transport ferroviaire', 'liquidite': 'Haute'}","0,7934157889649992","793,4157889649999",0,0,0,0,0,0,154,"-0,0014857321428571435",45,"0,005322602444444445",109,"-0,004296512477064219",0
"{'nom': 'Royal Bank of Canada', 'symbole': 'RY', 'secteur': 'Services financiers', 'liquidite': 'Haute'}","0,8075770264050005","807,5770264050004",0,0,0,0,0,0,194,"-0,001091542422680412",52,"0,0048005742307692285",142,"-0,0032492189436619727",0
"{'nom': 'Suncor Energy', 'symbole': 'SU', 'secteur': 'Énergie', 'liquidite': 'Moyenne'}","1,0496993306199998","1049,6993306200002",0,0,0,0,0,0,134,"0,0003904170149253734",48,"0,008578644583333336",86,"-0,004179756511627907",0
"{'nom': 'Nike', 'symbole': 'NKE', 'secteur': 'Vêtements et chaussures', 'liquidite': 'Haute'}","0,9926218284900019","992,6218284900015",0,0,0,0,0,0,127,"-3,040574803149601e-05",40,"0,0075606015",87,"-0,0035205240229885058",0
"{'nom': 'Uber', 'symbole': 'UBER', 'secteur': 'Technologie', 'liquidite': 'Haute'}","0,9387458117700013","938,7458117700005",0,0,0,0,0,0,150,"-0,0003838641999999995",40,"0,01130234675",110,"-0,004633395454545452",0
"{'nom': 'Airbus', 'symbole': 'AIR', 'secteur': 'Aérospatiale', 'liquidite': 'Moyenne'}","1,0934420749899998","1093,442074989999",0,0,0,0,0,0,184,"0,0005081510326086958",71,"0,007468315633802815",113,"-0,003865049734513275",0
"{'nom': 'Intel', 'symbole': 'INTC', 'secteur': 'Technologie', 'liquidite': 'Haute'}","1,0283255246049994","1028,325524604999",0,0,0,0,0,0,150,"0,0002124868666666667",56,"0,007499187321428571",94,"-0,004128526170212767",0
"{'nom': 'Meta', 'symbole': 'META', 'secteur': 'Technologie', 'liquidite': 'Haute'}","0,8550101474649998","855,0101474649998",0,0,0,0,0,0,117,"-0,001302379914529914",36,"0,007513260833333333",81,"-0,005220442469135801",0
"{'nom': 'Netflix', 'symbole': 'NFLX', 'secteur': 'Services de diffusion en continu', 'liquidite': 'Moyenne'}","0,7881169032000008","788,1169032000005",0,0,0,0,0,0,127,"-0,0018463849606299206",38,"0,007404422894736841",89,"-0,005796168089887642",0
"{'nom': 'PayPal', 'symbole': 'PYPL', 'secteur': 'Services financiers', 'liquidite': 'Moyenne'}","0,9166161618149992","916,6161618149995",0,0,0,0,0,0,161,"-0,000519241304347826",56,"0,006907041785714284",105,"-0,004479925619047619",0
"{'nom': 'Square', 'symbole': 'SQ', 'secteur': 'Technologie financière', 'liquidite': 'Moyenne'}","0,8755682026350003","875,568202635001",0,0,0,0,0,0,174,"-0,0007123132758620691",46,"0,012618512173913046",128,"-0,005503078671875",0
"{'nom': 'Salesforce', 'symbole': 'CRM', 'secteur': 'Logiciels', 'liquidite': 'Moyenne'}","0,9580281774499992","958,0281774499997",0,0,0,0,0,0,165,"-0,00023820890909090906",63,"0,0065969203174603185",102,"-0,004459906372549019",0
"{'nom': 'Zoom', 'symbole': 'ZM', 'secteur': 'Technologie de communication', 'liquidite': 'Moyenne'}","0,990614612560001","990,6146125600009",0,0,0,0,0,0,167,"-1,8007724550898387e-05",61,"0,009042172459016395",106,"-0,005231884999999998",0
"{'nom': 'DocuSign', 'symbole': 'DOCU', 'secteur': ""Technologie d'entreprise"", 'liquidite': 'Moyenne'}","0,8424615880249975","842,4615880249983",0,0,0,0,0,0,189,"-0,000859094656084656",54,"0,011651542037037032",135,"-0,005863349333333331",0
"{'nom': 'Shopify', 'symbole': 'SHOP', 'secteur': 'Commerce électronique', 'liquidite': 'Moyenne'}","1,0070720402099986","1007,0720402099985",0,0,0,0,0,0,179,"0,00011766033519553076",60,"0,012385631833333332",119,"-0,006067871512605041",0
"{'nom': 'Adobe', 'symbole': 'ADBE', 'secteur': 'Technologie', 'liquidite': 'Haute'}","0,638156122764999","638,1561227649995",0,0,0,0,0,0,151,"-0,0029449461589404",36,"0,007009077777777777",115,"-0,006060988434782611",0
"{'nom': 'Netflix', 'symbole': 'NFLX', 'secteur': 'Services de diffusion en continu', 'liquidite': 'Moyenne'}","0,7881169032000008","788,1169032000005",0,0,0,0,0,0,127,"-0,0018463849606299206",38,"0,007404422894736841",89,"-0,005796168089887642",0
"{'nom': 'Palantir Technologies', 'symbole': 'PLTR', 'secteur': 'Analytique de données', 'liquidite': 'Moyenne'}","1,2215342485299998","1221,534248529999",0,0,0,0,0,0,153,"0,0013776012418300655",58,"0,013499662068965518",95,"-0,006023235894736839",0
"{'nom': 'Roblox', 'symbole': 'RBLX', 'secteur': 'Jeux vidéo', 'liquidite': 'Moyenne'}","1,1496337519899966","1149,6337519899978",0,0,0,0,0,0,180,"0,0009323712222222225",52,"0,01850248",128,"-0,006205485468750006",0
"{'nom': 'Unity Software', 'symbole': 'U', 'secteur': 'Technologie', 'liquidite': 'Moyenne'}","0,7650855884349987","765,0855884349988",0,0,0,0,0,0,159,"-0,0016257020125786167",43,"0,012640013720930234",116,"-0,006913855258620687",0
"{'nom': 'Snowflake', 'symbole': 'SNOW', 'secteur': 'Informatique en nuage', 'liquidite': 'Moyenne'}","0,6918694932199998","691,8694932199993",0,0,0,0,0,0,165,"-0,0021702504848484846",42,"0,01202139476190476",123,"-0,007016178130081299",0
"{'nom': 'Asana', 'symbole': 'ASAN', 'secteur': 'Logiciels', 'liquidite': 'Moyenne'}","1,019428612195","1019,4286121950004",0,0,0,0,0,0,172,"0,0002153690697674417",58,"0,017314028103448287",114,"-0,008483948684210525",0
"{'nom': 'Twilio', 'symbole': 'TWLO', 'secteur': 'Technologie de communication', 'liquidite': 'Moyenne'}","0,853523424825001","853,5234248250006",0,0,0,0,0,0,204,"-0,0007242598039215683",69,"0,01021938739130435",135,"-0,006317679481481479",0
"{'nom': 'Atlassian', 'symbole': 'TEAM', 'secteur': 'Logiciels', 'liquidite': 'Moyenne'}","1,0352027102099979","1035,2027102099987",0,0,0,0,0,0,145,"0,00033953627586206874",49,"0,013941007346938771",96,"-0,006602881249999999",0
"{'nom': 'Fastly', 'symbole': 'FSLY', 'secteur': ""Technologie de l'information"", 'liquidite': 'Moyenne'}","0,7196232514549994","719,6232514549997",0,0,0,0,0,0,171,"-0,0018474460818713452",52,"0,01291264346153846",119,"-0,008297233109243693",0
"{'nom': 'PagerDuty', 'symbole': 'PD', 'secteur': 'Logiciels', 'liquidite': 'Moyenne'}","0,8456570766300012","845,6570766300011",0,0,0,0,0,0,172,"-0,0008990025581395355",52,"0,01447474903846154",120,"-0,0075609615833333345",0
"{'nom': 'Datadog', 'symbole': 'DDOG', 'secteur': 'Logiciels', 'liquidite': 'Moyenne'}","0,8785710988099991","878,5710988099995",0,0,0,0,0,0,190,"-0,0006338889473684209",59,"0,010807941694915254",131,"-0,00578707984732825",0
"{'nom': 'Etsy', 'symbole': 'ETSY', 'secteur': 'Commerce électronique', 'liquidite': 'Moyenne'}","0,8616544542099976","861,6544542099975",0,0,0,0,0,0,174,"-0,0008117817241379314",54,"0,010994387777777774",120,"-0,006124557999999999",0
