action,total_yield,cash,long_total,long_mean,long_profit,long_profit_mean,long_loss,long_loss_mean,short_total,short_mean,short_profit,short_profit_mean,short_loss,short_loss_mean,total_gain
"{'nom': 'Microsoft', 'symbole': 'MSFT', 'secteur': 'Technologie', 'liquidite': 'Haute'}","0,8996192607399988","899,619260739999",78,"-0,001327360897435897",34,"0,005161222352941176",44,"-0,006341266136363637",0,0,0,0,0,0,0
"{'nom': 'Apple', 'symbole': 'AAPL', 'secteur': 'Technologie', 'liquidite': 'Haute'}","0,8732207977950006","873,2207977950002",66,"-0,0019875912121212124",29,"0,00628462827586207",37,"-0,008471222702702702",0,0,0,0,0,0,0
"{'nom': 'NVIDIA', 'symbole': 'NVDA', 'secteur': 'Technologie', 'liquidite': 'Haute'}","0,8211410946332981","821,1410946332977",204,"-0,0007568554411764701",95,"0,012695910631578952",109,"-0,012481743302752299",0,0,0,0,0,0,0
"{'nom': 'Alphabet', 'symbole': 'GOOGL', 'secteur': 'Technologie', 'liquidite': 'Haute'}","0,9148652983599981","914,8652983599984",76,"-0,0011150903947368422",33,"0,008216524848484846",43,"-0,008276562558139534",0,0,0,0,0,0,0
"{'nom': 'Amazon', 'symbole': 'AMZN', 'secteur': 'Technologie', 'liquidite': 'Haute'}","0,7829624503149998","782,9624503149998",112,"-0,002129199017857142",42,"0,008128259285714288",70,"-0,008283674000000001",0,0,0,0,0,0,0
"{'nom': 'Eli Lilly', 'symbole': 'LLY', 'secteur': 'Pharmaceutique', 'liquidite': 'Moyenne'}","0,7904337616250002","790,4337616250006",56,"-0,004111649285714285",21,"0,006355812857142857",35,"-0,010392126571428571",0,0,0,0,0,0,0
"{'nom': 'Broadcom', 'symbole': 'AVGO', 'secteur': 'Technologie', 'liquidite': 'Moyenne'}","0,7910451556603005","791,0451556603006",62,"-0,003706335967741934",21,"0,00973358",41,"-0,010590195365853657",0,0,0,0,0,0,0
"{'nom': 'JPMorgan Chase', 'symbole': 'JPM', 'secteur': 'Services financiers', 'liquidite': 'Haute'}","0,97320243669","973,2024366899993",39,"-0,00067480358974359",18,"0,0052811172222222225",21,"-0,005779878571428571",0,0,0,0,0,0,0
"{'nom': 'Tesla', 'symbole': 'TSLA', 'secteur': 'Automobile', 'liquidite': 'Haute'}","0,9696590958849999","969,6590958849999",170,"0,0001329726470588235",81,"0,017661054197530866",89,"-0,01581955101123595",0,0,0,0,0,0,0
"{'nom': 'Visa', 'symbole': 'V', 'secteur': 'Services financiers', 'liquidite': 'Haute'}","0,99010776391","990,1077639099997",37,"-0,00024523486486486504",17,"0,00585650705882353",20,"-0,0054317155",0,0,0,0,0,0,0
"{'nom': 'Walmart', 'symbole': 'WMT', 'secteur': 'Grande distribution', 'liquidite': 'Haute'}","1,002092423534999","1002,0924235349994",25,"9,702000000000012e-05",13,"0,004148354615384615",12,"-0,004291925833333334",0,0,0,0,0,0,0
"{'nom': 'UnitedHealth', 'symbole': 'UNH', 'secteur': 'Assurance santé', 'liquidite': 'Moyenne'}","0,8463556452600002","846,3556452600002",28,"-0,005884766785714285",4,"0,0051154775",24,"-0,007718140833333334",0,0,0,0,0,0,0
"{'nom': 'ExxonMobil', 'symbole': 'XOM', 'secteur': 'Énergie', 'liquidite': 'Moyenne'}","0,9246735814849999","924,6735814849997",56,"-0,0013360808928571427",24,"0,008550971666666666",32,"-0,0087513703125",0,0,0,0,0,0,0
